anime_id,anime_url,title,synopsis,genres,type,studio,aired_date,episodes,members,rating_class
19145,https://myanimelist.net19145,Anime Legend Chronicles Vol. 10004,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 59],"Supernatural, Sci-Fi, Romance",Special,Studio_Alpha_195,Dec 2015,24.0,50950,Low
45717,https://myanimelist.net45717,Anime Legend Chronicles Vol. 10005,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 30]","Drama, Comedy, Slice of Life",TV,Bones,Dec 2013,,10234,Low
97408,https://myanimelist.net97408,Anime Legend Chronicles Vol. 10006,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 99]","Fantasy, Adventure, Supernatural",Movie,Studio_Alpha_102,2009-05-20,57.0,15672,High
22243,https://myanimelist.net22243,Anime Legend Chronicles Vol. 10007,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 18]","Romance, Sci-Fi, Comedy",OVA,Madhouse,2009-05-08,35.0,2392,High
33618,https://myanimelist.net33618,Anime Legend Chronicles Vol. 10008,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 12],"Slice of Life, Action, Adventure, Sci-Fi",OVA,Studio_Alpha_17,"Oct 28, 1998",55.0,3455,Low
70023,https://myanimelist.net70023,Anime Legend Chronicles Vol. 10009,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 77],"Romance, Comedy, Thriller",Movie,Studio_Alpha_141,Mar 2002,13.0,10964,Low
16249,https://myanimelist.net16249,Anime Legend Chronicles Vol. 10010,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 43]","Thriller, Supernatural, Adventure, Fantasy",Special,Studio_Alpha_225,Aug 2006,10.0,227386,Low
46470,https://myanimelist.net46470,Anime Legend Chronicles Vol. 10011,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 34]",Sci-Fi,TV,Studio_Alpha_317,Jun 2012,17.0,3739,High
58627,https://myanimelist.net58627,Anime Legend Chronicles Vol. 10012,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 35],"Slice of Life, Comedy",TV,Studio_Alpha_230,"Apr 04, 2001",26.0,62559,Low
10624,https://myanimelist.net10624,Anime Legend Chronicles Vol. 10013,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 39],Action,TV,Studio_Alpha_6,2021-05-30,5.0,15406,High
34454,https://myanimelist.net34454,Anime Legend Chronicles Vol. 10014,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 26]","Fantasy, Romance, Drama",TV,Studio_Alpha_178,Oct 1994,10.0,435177,Low
27829,https://myanimelist.net27829,Anime Legend Chronicles Vol. 10015,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 55],Romance,TV,Studio_Alpha_175,2010-10-04,19.0,8635,Low
41017,https://myanimelist.net41017,Anime Legend Chronicles Vol. 10016,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 35],"Romance, Action, Thriller",OVA,,"Jun 13, 2021",29.0,26959,High
53759,https://myanimelist.net53759,Anime Legend Chronicles Vol. 10017,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 61],"Fantasy, Drama, Comedy, Adventure",OVA,Studio_Alpha_280,2003-04-04,21.0,8512,Low
1563,https://myanimelist.net1563,Anime Legend Chronicles Vol. 10018,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 69]","Sci-Fi, Thriller, Drama, Fantasy",TV,A-1 Pictures,2022-04-30,11.0,17752,High
1716,https://myanimelist.net1716,Anime Legend Chronicles Vol. 10019,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 20]","Drama, Thriller",Special,A-1 Pictures,"Oct 19, 2016",9.0,109687,Low
88824,https://myanimelist.net88824,Anime Legend Chronicles Vol. 10020,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 11],Fantasy,TV,Studio_Alpha_11,Oct 2014,19.0,316,Low
71327,https://myanimelist.net71327,Anime Legend Chronicles Vol. 10021,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 31],"Comedy, Sci-Fi",TV,Studio_Alpha_27,"Oct 16, 2004",17.0,215124,High
28977,https://myanimelist.net28977,Anime Legend Chronicles Vol. 10022,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 20]","Supernatural, Sci-Fi, Comedy",Movie,Studio_Alpha_323,"Oct 09, 1996",25.0,7340,Low
37107,https://myanimelist.net37107,Anime Legend Chronicles Vol. 10023,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 30]","Action, Romance",TV,Studio_Alpha_216,1990-05-10,17.0,2876,High
5559,https://myanimelist.net5559,Anime Legend Chronicles Vol. 10024,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 58]","Romance, Sci-Fi, Drama, Comedy",TV,Studio_Alpha_320,Apr 1998,13.0,1009920,Low
49936,https://myanimelist.net49936,Anime Legend Chronicles Vol. 10025,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 38]","Thriller, Slice of Life, Adventure, Action",Special,,2005-04-09,5.0,13584,Low
10287,https://myanimelist.net10287,Anime Legend Chronicles Vol. 10026,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 40],Action,Movie,Studio_Alpha_151,"Jun 10, 2002",23.0,56312,Low
49334,https://myanimelist.net49334,Anime Legend Chronicles Vol. 10027,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 95]","Supernatural, Adventure",Movie,Studio_Alpha_347,Jul 2007,37.0,17174,Low
15731,https://myanimelist.net15731,Anime Legend Chronicles Vol. 10028,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 26],Action,Special,,1997-03-10,15.0,22798,Low
69829,https://myanimelist.net69829,Anime Legend Chronicles Vol. 10029,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 73],Drama,OVA,Studio_Alpha_57,2020-03-24,,5395,High
48069,https://myanimelist.net48069,Anime Legend Chronicles Vol. 10030,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 83]","Romance, Thriller",TV,Studio_Alpha_33,2014-07-02,,122897,Low
70705,https://myanimelist.net70705,Anime Legend Chronicles Vol. 10031,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 58],"Adventure, Slice of Life, Action, Fantasy",TV,Studio Pierrot,"Apr 02, 1995",7.0,912800,Low
5562,https://myanimelist.net5562,Anime Legend Chronicles Vol. 10032,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 34]","Fantasy, Thriller, Adventure, Drama",TV,Studio_Alpha_26,2002-07-04,2.0,4306,Low
61667,https://myanimelist.net61667,Anime Legend Chronicles Vol. 10033,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 67],"Slice of Life, Thriller",TV,Studio_Alpha_69,"Jan 27, 2007",,437614,Low
97740,https://myanimelist.net97740,Anime Legend Chronicles Vol. 10034,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 95]","Sci-Fi, Action, Comedy, Romance",Special,Studio_Alpha_101,2004-02-05,4.0,39102,Low
95715,https://myanimelist.net95715,Anime Legend Chronicles Vol. 10035,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 47]","Comedy, Sci-Fi, Action",OVA,Studio_Alpha_321,"Apr 21, 1990",13.0,2175,Low
96761,https://myanimelist.net96761,Anime Legend Chronicles Vol. 10036,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 43],Comedy,TV,Studio_Alpha_316,"Nov 02, 1994",12.0,1078,Low
2099,https://myanimelist.net2099,Anime Legend Chronicles Vol. 10037,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 16]","Thriller, Adventure",Special,Studio_Alpha_275,Jun 2012,52.0,86780,Low
63058,https://myanimelist.net63058,Anime Legend Chronicles Vol. 10038,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 84],"Drama, Sci-Fi, Thriller",TV,Studio_Alpha_109,"Feb 11, 1990",25.0,4925,Low
3054,https://myanimelist.net3054,Anime Legend Chronicles Vol. 10039,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 16],"Sci-Fi, Comedy, Slice of Life, Action",OVA,Toei Animation,"Jan 14, 2003",7.0,29714,Low
82367,https://myanimelist.net82367,Anime Legend Chronicles Vol. 10040,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 60],"Romance, Thriller, Adventure, Drama",TV,Studio_Alpha_128,"Aug 16, 2003",17.0,49113,Low
30111,https://myanimelist.net30111,Anime Legend Chronicles Vol. 10041,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 75],"Fantasy, Comedy",TV,Studio_Alpha_25,Dec 2013,14.0,199884,Low
53913,https://myanimelist.net53913,Anime Legend Chronicles Vol. 10042,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 22]","Drama, Supernatural",TV,Studio_Alpha_191,1997-10-11,4.0,7270,Low
46148,https://myanimelist.net46148,Anime Legend Chronicles Vol. 10043,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 45],Adventure,Movie,Studio_Alpha_182,"Jan 23, 2006",20.0,8309,High
81680,https://myanimelist.net81680,Anime Legend Chronicles Vol. 10044,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 16],Slice of Life,TV,Studio_Alpha_339,Oct 2014,8.0,75847,Low
18002,https://myanimelist.net18002,Anime Legend Chronicles Vol. 10045,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 67],Adventure,OVA,Studio_Alpha_178,1990-01-14,9.0,25727,Low
66531,https://myanimelist.net66531,Anime Legend Chronicles Vol. 10046,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 97],"Slice of Life, Fantasy, Supernatural, Drama",Special,Studio_Alpha_306,2010-10-04,18.0,24588,Low
43045,https://myanimelist.net43045,Anime Legend Chronicles Vol. 10047,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 23],Supernatural,TV,Studio_Alpha_44,"Nov 08, 1996",10.0,18555,Low
80419,https://myanimelist.net80419,Anime Legend Chronicles Vol. 10048,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 70],"Fantasy, Supernatural",Movie,Studio_Alpha_11,"May 27, 2003",36.0,7313,Low
74608,https://myanimelist.net74608,Anime Legend Chronicles Vol. 10049,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 23]","Fantasy, Adventure, Slice of Life, Sci-Fi",TV,,Jun 2000,8.0,69869,Low
4270,https://myanimelist.net4270,Anime Legend Chronicles Vol. 10050,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 69],"Action, Slice of Life, Drama",TV,Studio_Alpha_232,1990-07-20,,50503,Low
10755,https://myanimelist.net10755,Anime Legend Chronicles Vol. 10051,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 95],Comedy,OVA,Studio_Alpha_232,2015-05-22,13.0,392312,Low
52472,https://myanimelist.net52472,Anime Legend Chronicles Vol. 10052,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 31]","Drama, Adventure",TV,Studio_Alpha_146,Sep 2003,21.0,2621,Low
42551,https://myanimelist.net42551,Anime Legend Chronicles Vol. 10053,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 19],"Drama, Fantasy, Slice of Life",Special,Studio_Alpha_267,"Feb 06, 1997",21.0,74486,Low
96881,https://myanimelist.net96881,Anime Legend Chronicles Vol. 10054,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 30]","Comedy, Adventure, Slice of Life, Thriller",TV,Studio_Alpha_322,"Jan 22, 2000",7.0,17619,Low
5639,https://myanimelist.net5639,Anime Legend Chronicles Vol. 10055,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 72]",Action,TV,Studio_Alpha_290,"Nov 19, 1990",32.0,627441,Low
30323,https://myanimelist.net30323,Anime Legend Chronicles Vol. 10056,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 78]","Slice of Life, Sci-Fi",Special,Studio Pierrot,Oct 1997,64.0,15979,Low
73889,https://myanimelist.net73889,Anime Legend Chronicles Vol. 10057,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 23],Fantasy,TV,A-1 Pictures,"Jan 30, 2004",45.0,25101,Low
70032,https://myanimelist.net70032,Anime Legend Chronicles Vol. 10058,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 43],Romance,Movie,Studio_Alpha_109,Aug 1995,7.0,3445,Low
61476,https://myanimelist.net61476,Anime Legend Chronicles Vol. 10059,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 63]","Supernatural, Romance, Thriller",Movie,Studio_Alpha_157,"Nov 08, 1999",28.0,11101,High
22700,https://myanimelist.net22700,Anime Legend Chronicles Vol. 10060,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 83],"Drama, Slice of Life",TV,Studio_Alpha_84,"Apr 26, 2011",17.0,213227,High
2116,https://myanimelist.net2116,Anime Legend Chronicles Vol. 10061,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 53]","Comedy, Slice of Life",TV,Studio_Alpha_55,2021-07-24,11.0,8903,High
38248,https://myanimelist.net38248,Anime Legend Chronicles Vol. 10062,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 97],"Action, Comedy, Fantasy, Sci-Fi",TV,Studio_Alpha_273,"Aug 06, 2017",47.0,18587,Low
31848,https://myanimelist.net31848,Anime Legend Chronicles Vol. 10063,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 66]","Drama, Sci-Fi, Supernatural, Comedy",Movie,Studio_Alpha_234,"Jul 17, 1991",,22373,Low
85489,https://myanimelist.net85489,Anime Legend Chronicles Vol. 10064,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 64],Adventure,TV,Studio_Alpha_199,"Sep 27, 1992",19.0,12960,Low
74999,https://myanimelist.net74999,Anime Legend Chronicles Vol. 10065,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 79],"Adventure, Thriller",TV,Studio_Alpha_334,1998-01-19,8.0,36788,Low
30958,https://myanimelist.net30958,Anime Legend Chronicles Vol. 10066,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 24],"Thriller, Sci-Fi, Comedy",OVA,Ufotable,"Apr 22, 2018",15.0,81402,Low
51878,https://myanimelist.net51878,Anime Legend Chronicles Vol. 10067,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 32]","Drama, Sci-Fi, Supernatural",OVA,Sunrise,Sep 2010,,106589,Low
11366,https://myanimelist.net11366,Anime Legend Chronicles Vol. 10068,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 97]","Action, Adventure",Movie,Bones,"Oct 02, 2021",15.0,23778,Low
23330,https://myanimelist.net23330,Anime Legend Chronicles Vol. 10069,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 62],"Sci-Fi, Fantasy, Slice of Life, Action",TV,Studio_Alpha_307,1994-05-05,10.0,7017,Low
88855,https://myanimelist.net88855,Anime Legend Chronicles Vol. 10070,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 53]","Thriller, Fantasy, Supernatural",Movie,Studio_Alpha_193,"Sep 08, 2007",14.0,13275,Low
78950,https://myanimelist.net78950,Anime Legend Chronicles Vol. 10071,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 83],"Thriller, Adventure, Fantasy",Movie,,Jul 2022,22.0,334841,Low
38178,https://myanimelist.net38178,Anime Legend Chronicles Vol. 10072,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 12],"Comedy, Adventure, Action",TV,Studio_Alpha_235,1996-05-09,7.0,1794,High
83392,https://myanimelist.net83392,Anime Legend Chronicles Vol. 10073,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 99],"Action, Drama",Movie,Studio_Alpha_206,Oct 1993,40.0,54150,High
88865,https://myanimelist.net88865,Anime Legend Chronicles Vol. 10074,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 79]","Action, Slice of Life, Adventure, Supernatural",Movie,Bones,Nov 1990,4.0,7561,High
65129,https://myanimelist.net65129,Anime Legend Chronicles Vol. 10075,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 61],"Action, Fantasy, Comedy, Thriller",OVA,Studio_Alpha_129,1993-12-25,41.0,1506,Low
43509,https://myanimelist.net43509,Anime Legend Chronicles Vol. 10076,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 68]","Adventure, Action",Special,Studio_Alpha_143,Aug 2011,22.0,2790,Low
45964,https://myanimelist.net45964,Anime Legend Chronicles Vol. 10077,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 99],Fantasy,Movie,Studio_Alpha_339,Feb 2015,13.0,14886,Low
17853,https://myanimelist.net17853,Anime Legend Chronicles Vol. 10078,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 61]","Supernatural, Slice of Life, Thriller, Comedy",TV,Studio_Alpha_270,Nov 2003,14.0,68703,Low
89288,https://myanimelist.net89288,Anime Legend Chronicles Vol. 10079,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 40],"Adventure, Action",TV,,1992-11-14,37.0,78424,Low
12404,https://myanimelist.net12404,Anime Legend Chronicles Vol. 10080,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 76],Supernatural,TV,,"Mar 07, 1996",5.0,547144,Low
4767,https://myanimelist.net4767,Anime Legend Chronicles Vol. 10081,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 11],"Supernatural, Romance, Sci-Fi",TV,Studio_Alpha_317,Jan 2006,18.0,883,Low
89787,https://myanimelist.net89787,Anime Legend Chronicles Vol. 10082,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 10],"Comedy, Sci-Fi, Supernatural",TV,Studio_Alpha_199,"Aug 06, 2014",16.0,47192,Low
10273,https://myanimelist.net10273,Anime Legend Chronicles Vol. 10083,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 79],"Supernatural, Romance, Comedy, Adventure",Special,Studio_Alpha_211,Jul 2022,20.0,304,Low
43421,https://myanimelist.net43421,Anime Legend Chronicles Vol. 10084,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 20],"Thriller, Action",OVA,Studio_Alpha_201,Mar 1990,36.0,27287,Low
25963,https://myanimelist.net25963,Anime Legend Chronicles Vol. 10085,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 33],"Fantasy, Thriller, Adventure",TV,Studio_Alpha_255,"Apr 24, 2021",72.0,141227,Low
66955,https://myanimelist.net66955,Anime Legend Chronicles Vol. 10086,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 90],"Adventure, Action, Sci-Fi, Romance",TV,Studio_Alpha_228,"Apr 17, 1993",36.0,133262,Low
61618,https://myanimelist.net61618,Anime Legend Chronicles Vol. 10087,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 51],"Slice of Life, Drama, Comedy, Fantasy",TV,Ufotable,"Jul 25, 2001",5.0,1797,High
76122,https://myanimelist.net76122,Anime Legend Chronicles Vol. 10088,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 21],"Romance, Action",TV,Studio_Alpha_286,2013-09-27,17.0,325,High
52728,https://myanimelist.net52728,Anime Legend Chronicles Vol. 10089,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 96],"Action, Romance, Fantasy, Sci-Fi",Movie,,"Jun 18, 1992",9.0,1156,Low
99244,https://myanimelist.net99244,Anime Legend Chronicles Vol. 10090,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 11],"Comedy, Drama, Sci-Fi, Romance",Movie,,2010-01-04,14.0,1205,High
52073,https://myanimelist.net52073,Anime Legend Chronicles Vol. 10091,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 79],"Supernatural, Sci-Fi",OVA,Studio_Alpha_180,"Mar 19, 2017",6.0,4287,Low
66990,https://myanimelist.net66990,Anime Legend Chronicles Vol. 10092,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 23],Slice of Life,TV,Madhouse,1994-12-03,17.0,78707,Low
83701,https://myanimelist.net83701,Anime Legend Chronicles Vol. 10093,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 61],"Comedy, Action, Fantasy",TV,Studio_Alpha_73,"May 27, 1991",2.0,7212,Low
84846,https://myanimelist.net84846,Anime Legend Chronicles Vol. 10094,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 29]","Slice of Life, Action, Supernatural, Comedy",Movie,Studio_Alpha_167,Nov 2010,11.0,11198,Low
86532,https://myanimelist.net86532,Anime Legend Chronicles Vol. 10095,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 76]","Action, Slice of Life",Special,Studio Pierrot,Mar 2001,11.0,49822,Low
14433,https://myanimelist.net14433,Anime Legend Chronicles Vol. 10096,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 19],"Comedy, Slice of Life, Drama, Adventure",TV,Studio_Alpha_56,"Apr 28, 2022",,12506,High
36881,https://myanimelist.net36881,Anime Legend Chronicles Vol. 10097,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 27]","Sci-Fi, Drama, Comedy",TV,Studio_Alpha_41,"Mar 16, 2017",9.0,70117,Low
76518,https://myanimelist.net76518,Anime Legend Chronicles Vol. 10098,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 82],"Fantasy, Drama, Supernatural, Adventure",TV,Studio_Alpha_202,"Jul 29, 2016",7.0,10177,Low
65007,https://myanimelist.net65007,Anime Legend Chronicles Vol. 10099,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 68],"Comedy, Thriller, Sci-Fi, Action",TV,Studio_Alpha_266,1999-07-25,,3134,Low
67731,https://myanimelist.net67731,Anime Legend Chronicles Vol. 10100,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 15]","Drama, Fantasy, Thriller, Slice of Life",Special,Studio_Alpha_71,Jul 1997,2.0,15438,High
95079,https://myanimelist.net95079,Anime Legend Chronicles Vol. 10101,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 85]","Comedy, Drama",Movie,Toei Animation,2010-01-11,15.0,15336,Low
93979,https://myanimelist.net93979,Anime Legend Chronicles Vol. 10102,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 97]",Adventure,TV,,Dec 2005,31.0,42896,Low
93120,https://myanimelist.net93120,Anime Legend Chronicles Vol. 10103,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 40],"Romance, Fantasy, Thriller",Movie,,"Sep 10, 2016",5.0,17251,High
46696,https://myanimelist.net46696,Anime Legend Chronicles Vol. 10104,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 89],"Sci-Fi, Action, Drama, Fantasy",TV,Bones,2005-09-05,15.0,4047,Low
34929,https://myanimelist.net34929,Anime Legend Chronicles Vol. 10105,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 79]",Thriller,TV,,Sep 1990,,1516,Low
6986,https://myanimelist.net6986,Anime Legend Chronicles Vol. 10106,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 79],"Fantasy, Adventure, Sci-Fi",TV,Studio_Alpha_337,2019-03-14,1.0,26965,Low
16062,https://myanimelist.net16062,Anime Legend Chronicles Vol. 10107,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 30]","Action, Drama",OVA,Studio_Alpha_243,Aug 1996,23.0,3362,High
33129,https://myanimelist.net33129,Anime Legend Chronicles Vol. 10108,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 14],"Adventure, Action, Thriller, Sci-Fi",Special,Studio_Alpha_65,"May 07, 2003",11.0,20518,Low
71341,https://myanimelist.net71341,Anime Legend Chronicles Vol. 10109,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 14],Fantasy,OVA,Bones,1991-08-04,17.0,22723,Low
29103,https://myanimelist.net29103,Anime Legend Chronicles Vol. 10110,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 98]","Drama, Thriller, Action",TV,Studio_Alpha_271,2018-02-16,20.0,172427,Low
